original_address,lat,lon,formatted,name,housenumber,street,county_code,district,suburb,postcode,city,county,state,state_code,confidence_street_level,country,confidence_building_level,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Đào Sư Tích,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",10.679536850000002,106.74126533527371,"Trường THPT Dương Văn Dương, Hẻm 2266 Đường Huỳnh Tấn Phát, Nhà Bè, Vietnam",Trường THPT Dương Văn Dương,,Hẻm 2266 Đường Huỳnh Tấn Phát,,,,,Nhà Bè,Xã Nhà Bè,,,0.009473684210526315,Vietnam,,vn,0.004736842105263158,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",Quan 1,,,,Khu phố 3,Saigon,71006,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Tùng,Phường Bến Thành,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 13,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,,Vietnam,,vn,0.020924805189668133,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 238,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thái Học,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"đường Huỳnh Văn Nghệ,Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,Tan Binh,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hòa Hưng,Phường 13,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,Quan 10,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Văn Chung,Phường 13,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,Tan Binh,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Hữu Lầu,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",10.704121,106.732834,"Hẻm 167 Đường Phạm Hữu Lầu, HC, Vietnam",,,Hẻm 167 Đường Phạm Hữu Lầu,,,,,,Nha Be,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đoàn Văn Bơ,Phường 16,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,Quan 4,Ho Chi Minh,HC,,Vietnam,,vn,0.10267089180624715,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký (Tỉnh Lộ 15 Cũ),Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,Quan 12,Ho Chi Minh,HC,,Vietnam,,vn,0.06445149771870659,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Yên Đỗ,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Thị Ngào,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,Quan 12,Ho Chi Minh,HC,,Vietnam,,vn,0.08452133194588968,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 45,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.7571149,106.6728506,"43-45, An Duong Vuong Street, Ho Chi Minh City, HC 72712, Vietnam",,43-45,An Duong Vuong Street,,,,72712,Ho Chi Minh City,Phường An Đông,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Nguyễn,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",Quan 1,,,,Khu phố 3,Saigon,71006,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 24,Quận Bình Thạnh,TP. Hồ Chí Minh",10.8031665,106.7098886,"UBND Phường 24, 56-58, Bạch Đằng, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",UBND Phường 24,56-58,Bạch Đằng,,,Gia Dinh,72308,Ho Chi Minh City,Phường Bình Thạnh,,,,Vietnam,,vn,0.3333333333333333,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phú Mỹ,Phường 22,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 50,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,,Vietnam,,vn,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bạch Đằng,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Thiên Phước,Phường 09,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,Tan Binh,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 24,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"24, Đường Xuân Thới Thượng 2, HC, Vietnam",,24,Đường Xuân Thới Thượng 2,,,,,,Hoc Mon,Ho Chi Minh,HC,1,Vietnam,,vn,0.8490566037735849,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hiệp Thành 18,Quận 12,TP. Hồ Chí Minh",10.639274,106.74945188544562,"Hiep Phuoc LNG Power Plant, Ho Chi Minh City, Vietnam",Hiep Phuoc LNG Power Plant,,,,,Hiep Phuoc LNG Power Plant,,Ho Chi Minh City,Xã Hiệp Phước,,,,Vietnam,,vn,0.05,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Thị Bốc,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 17,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,Quan 4,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.759973,106.613555,"Đường Liên Khu 16-18, Ho Chi Minh City, HC, Vietnam",,,Đường Liên Khu 16-18,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0.11571428571428571,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình An,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8040647,106.7460498,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam","A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,Road No.9,,,,71108,Ho Chi Minh City,Phường An Khánh,,,,Vietnam,,vn,0,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 18,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,,Vietnam,,vn,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lưu Xuân Tín,Phường 10,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Chế Lan Viên,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thiện Thuật,Phường 13,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,Quan 3,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Bá Chánh,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đoàn Giỏi,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Phạm Văn Chiêu,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Văn Gấm,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Tô Ngọc Vân,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,,Linh Dong,Thu Duc,Ho Chi Minh,HC,,Vietnam,,vn,0.08930249999999999,0.35720999999999997,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quốc Toản,Phường 12,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,Quan 3,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Bình,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",UBND Huyện Nhà Bè,,Nguyễn Bình,,,,,Nhà Bè,Xã Nhà Bè,,,0.03333333333333333,Vietnam,,vn,0.3,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thị Xuân,Phường Phạm Ngũ Lão,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bình Đường 2,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,,Khu phố 3,Saigon,71006,Ho Chi Minh City,,,,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Duy Ninh,Phường 22,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 6 (Kdc Bình Hưng),Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.724786,106.60258,"Đường Kinh Dương Vương, HC 71910, Vietnam",,,Đường Kinh Dương Vương,,,,71910,,Binh Chanh,Ho Chi Minh,HC,,Vietnam,,vn,0,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Xiển,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.8923779,106.83353395,"Đường Nguyễn Xiển, Ho Chi Minh City, Vietnam",Đường Nguyễn Xiển,,Đường Nguyễn Xiển,,,,,Ho Chi Minh City,Phường Long Bình,,,0.18,Vietnam,,vn,0.09,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xô Viết Nghệ Tĩnh,Phường 17,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 28,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bác Ái,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,Tan Phu,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Pasteur,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,Quan 3,Ho Chi Minh,HC,,Vietnam,,vn,0.08719723183391001,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 2,Phường 13,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Đình Hội,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.8276811,106.7813883,"thiết kế nội thất văn phòng Crystal Design TPL, 231A, Đường Dương Đình Hội, Ho Chi Minh City, 71350, Vietnam",thiết kế nội thất văn phòng Crystal Design TPL,231A,Đường Dương Đình Hội,,,,71350,Ho Chi Minh City,Phường Phước Long,,,0.09999999999999999,Vietnam,,vn,0.049999999999999996,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Tần,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,Quan 3,Ho Chi Minh,HC,,Vietnam,,vn,0.07777777777777779,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bắc Hải,Phường 15,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,Quan 10,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 7 (Kdc Bình Hưng),Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",11.2828211,106.3645812,"TH-Dung-Hùng Vương-TT.Dầu Tiếng-Huyện Dầu Tiến-Bình Dương-0379757611, Đường Hùng Vương, Khu phố 4A, Dầu Tiếng, BI, Vietnam",TH-Dung-Hùng Vương-TT.Dầu Tiếng-Huyện Dầu Tiến-Bình Dương-0379757611,,Đường Hùng Vương,,,Khu phố 4A,,Dầu Tiếng,Xã Dầu Tiếng,Bin Duong,BI,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 38,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,,Vietnam,,vn,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Quý Thích,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Cầu Ông Lãnh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.45,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 3,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.752387567177426,106.66244905281312,"3, Hẻm 3 Phù Đổng Thiên Vương, Cholon, Ho Chi Minh City, 73000, Vietnam",Hẻm 3 Phù Đổng Thiên Vương,3,Hẻm 3 Phù Đổng Thiên Vương,,,Cholon,73000,Ho Chi Minh City,,,,0.02564102564102564,Vietnam,0,vn,0.01282051282051282,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 19, Phường Bình Trị Đông B,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.0445564,105.779448,"Thẩm mỹ viện Hoàn Mỹ Cần Thơ, số 19, Hùng Vương, Ninh Kiều, Cần Thơ, 94111, Vietnam",Thẩm mỹ viện Hoàn Mỹ Cần Thơ,số 19,Hùng Vương,,Phường Ninh Kiều,Ninh Kiều,94111,Cần Thơ,,,,,Vietnam,,vn,0.0496125,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 18,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,Quan 4,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cô Giang,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mã Lộ,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.10267089180624715,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Tô Ngọc Vân,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.865166,106.67458,"Đường Tô Ngọc Vân, Ho Chi Minh City, HC, Vietnam",,,Đường Tô Ngọc Vân,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Bỉnh Khiêm,Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.06515369146796895,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Chánh Hiệp 35,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thái Học,Phường Nguyễn Cư Trinh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Huy Tập (H.2102),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",22.39057,103.46863,"Phường Tân Phong, LI, Vietnam",,,,,,,,Phường Tân Phong,Lai Chau,Lai Chau,LI,,Vietnam,,vn,0.027777777777777776,0.1111111111111111,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Bình Quới,Phường 28,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Huy Tập (H.2102),Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.8600187,106.7996588,"Trạm y tế Phường Tân Phú, Nam Cao, Ho Chi Minh City, HC 71300, Vietnam",Trạm y tế Phường Tân Phú,,Nam Cao,,,,71300,Ho Chi Minh City,Phường Tăng Nhơn Phú,Ho Chi Minh,HC,0.11215384615384617,Vietnam,,vn,0.05607692307692309,0.15384615384615385,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chuyên Dùng 9,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.704884,106.738989,"9, Hẻm 44 Đường Chuyên Dùng Chính, HC, Vietnam",,9,Hẻm 44 Đường Chuyên Dùng Chính,,,,,,Nha Be,Ho Chi Minh,HC,,Vietnam,0,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hàm Nghi,Phường Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71010, Vietnam",Quan 1,,,,Khu phố 7,Saigon,71010,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Đình Xu,Phường Cầu Kho,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thiệt,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,Tan Phu,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 60, 62 Lâm Văn Bền (Phường Tân Kiểng),Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",10.7585296,106.6045046,"60, Đường Lê Đình Cẩn, HC 73118, Vietnam",,60,Đường Lê Đình Cẩn,,,,73118,,Phường Tân Tạo,Ho Chi Minh,HC,0.08,Vietnam,0.055999999999999994,vn,0.055999999999999994,0.36000000000000004,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vành Đai Trong,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,Binh Tan,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sương Nguyệt Ánh,Phường Bến Thành,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Quới,Phường 27,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,Binh Thanh,Ho Chi Minh,HC,,Vietnam,,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Thuyết,Phường 15,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,Quan 4,Ho Chi Minh,HC,,Vietnam,,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Quốc Việt Nối Dài (Phường Phú Mỹ) - Đường Nội Bộ Khu Dân Cư Vạn Phát Hưng,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",21.029991,105.771869,"Đường Phú Mỹ, HI, Vietnam",,,Đường Phú Mỹ,,,,,,Tu Liem,Ha Noi,HI,0.06999999999999999,Vietnam,,vn,0.06786243909328435,0.06999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 5, Phường Bình Trị Đông B,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",20.825206,105.353077,"Nguyễn Tri Phương, HO, Vietnam",,,Nguyễn Tri Phương,,,,,,Hoa Binh,Hoa Binh,HO,,Vietnam,,vn,0,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
