original_address,lat,lon,formatted,name,housenumber,street,district,postcode,suburb,city,county_code,county,state,confidence_building_level,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
"Xã Nghĩa Thành,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Tân Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",20.0303,105.72352,"Xã Vĩnh Tân, TH, Vietnam",,,,,,,Xã Vĩnh Tân,,Vinh Loc,Thanh Hoa,,TH,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Văn Linh,Phường Tân Mỹ,TP. Hồ Chí Minh(Mới)",10.684324149999998,106.61530483123303,"Trường THCS Nguyễn Văn Linh, Đường số 5, Ho Chi Minh City, 71812, Vietnam",Trường THCS Nguyễn Văn Linh,,Đường số 5,,71812,,Ho Chi Minh City,,Xã Bình Chánh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Hòa Bình,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Hải,TP. Hồ Chí Minh(Mới)",10.75488175,106.68943610437688,"People's Committee of Ward 1, Ben Van Don Street, Ho Chi Minh City, HC 72760, Vietnam",People's Committee of Ward 1,,Ben Van Don Street,,72760,,Ho Chi Minh City,,Phường Vĩnh Hội,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.784094,106.656256,"People’s Committee of wards 6, 225, Nghĩa Phát, Ho Chi Minh City, HC 700000, Vietnam",People’s Committee of wards 6,225,Nghĩa Phát,,700000,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Quới,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Hai,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 12,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,,HC,Vietnam,vn,0.018091036558257244,,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N3,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tô Ngọc Vân,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Xiển,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Linh,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.684324149999998,106.61530483123303,"Trường THCS Nguyễn Văn Linh, Đường số 5, Ho Chi Minh City, 71812, Vietnam",Trường THCS Nguyễn Văn Linh,,Đường số 5,,71812,,Ho Chi Minh City,,Xã Bình Chánh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Quang Định,Phường Hạnh Thông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",20.44685,106.1781,"Phường Thống Nhất, ND, Vietnam",,,,,,,Phường Thống Nhất,,Nam Dinh,Nam Dinh,,ND,Vietnam,vn,0.007936507936507936,,0.031746031746031744,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hoàng Quốc Việt,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",21.04479175,105.78835043616013,"Ho Chi Minh National Academy of Politics, 419, Hoang Quoc Viet Road, Cầu Giấy District, Hanoi, 10065, Vietnam",Ho Chi Minh National Academy of Politics,419,Hoang Quoc Viet Road,,10065,Cầu Giấy District,Hanoi,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Quang Là,Phường Tân Sơn Nhất,TP. Hồ Chí Minh(Mới)",21.60063,105.41568,"Mao Phuong, TQ, Vietnam",,,,,,,Mao Phuong,,Son Duong,Tuyen Quang,,TQ,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Điện Biên Phủ,Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.801234160860009,106.71094678079649,"Duong Dien Bien Phu, Gia Dinh, Ho Chi Minh City, 72308, Vietnam",Duong Dien Bien Phu,,Duong Dien Bien Phu,,72308,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Hồng Phong,Xã Ngãi Giao,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N9,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành,Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 3,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tam Hà,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7775562,106.6984299,"Trung Tâm Tiếp Nhận Thị Thực Hà Lan, 94-96, Nguyen Du Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Trung Tâm Tiếp Nhận Thị Thực Hà Lan,94-96,Nguyen Du Street,,71006,Saigon,Ho Chi Minh City,,Phường Bến Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tp. Thủ Đức,Phường Bình Trưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Huy Giáp,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Thọ,Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Tư,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Thuận,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.766996928361403,106.9485910590616,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Cầu Xéo, Long Thành, 76206, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,76206,Cầu Xéo,Long Thành,,Xã Long Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Xuân Hợp,Phường Phước Long,TP. Hồ Chí Minh(Mới)",10.7962621,106.78054475,"Cầu Đỗ Xuân Hợp, Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Khu phố 18, Ho Chi Minh City, 71210, Vietnam",Cầu Đỗ Xuân Hợp,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,71210,Khu phố 18,Ho Chi Minh City,,Phường Bình Trưng,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trường Chinh,Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc lộ 13,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thống Nhất,Phường An Hội Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 27,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.752702398468472,106.66259183697898,"27, Hẻm 23 Phù Đổng Thiên Vương, Cholon, Ho Chi Minh City, 73000, Vietnam",Hẻm 23 Phù Đổng Thiên Vương,27,Hẻm 23 Phù Đổng Thiên Vương,,73000,Cholon,Ho Chi Minh City,,,,0,,Vietnam,vn,0.01111111111111111,0.02222222222222222,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Huê,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 52,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.89511,106.679433,"52, Đường Thạnh Xuân 52, HC, Vietnam",,52,Đường Thạnh Xuân 52,,,,,,Hoc Mon,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 1,Phường An Hội Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 7B,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương Lộ 2,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 15,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.86965,106.683734,"15, Đường Thanh Lộc 19, Ho Chi Minh City, HC, Vietnam",,15,Đường Thanh Lộc 19,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 28,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.874319,106.691342,"28, Hẻm 28 Đường Thạnh Lộc 31, Ho Chi Minh City, HC, Vietnam",,28,Hẻm 28 Đường Thạnh Lộc 31,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 8,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Lăng,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sông Lu,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cửu Phú,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Quới,Phường Bình Quới,TP. Hồ Chí Minh(Mới)",10.776117,106.614709,"Hẻm 178 Đường Nguyễn Bình Quới, Ho Chi Minh City, HC, Vietnam",,,Hẻm 178 Đường Nguyễn Bình Quới,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trường Lưu,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thái Học,Phường Cầu Ông Lãnh,TP. Hồ Chí Minh(Mới)",10.80026593436903,106.69806517980108,"Đường Nguyễn Thái Học, Gia Dinh, Ho Chi Minh City, 72317, Vietnam",Đường Nguyễn Thái Học,,Đường Nguyễn Thái Học,,72317,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Đình Chính,Phường Cầu Kiệu,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lê Văn Chí,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Xạnh,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Duy Trinh,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lò Lu,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.78180875,106.70061948245501,"Consulate General of Germany, 33, Le Duan Boulevard, Saigon, Ho Chi Minh City, 71006, Vietnam",Consulate General of Germany,33,Le Duan Boulevard,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Duy Cung,Phường An Hội Tây,TP. Hồ Chí Minh(Mới)",11.031438,106.322834,"Đường An Hội, TN, Vietnam",,,Đường An Hội,,,,,,Trang Bang,Tay Ninh,,TN,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vườn Lài,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hóa,Phường Minh Phụng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Khương,Phường Tân Thới Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Kha Vạn Cân,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.8446728,106.7492561,"Honda Minh Thịnh Phát 3, 519, Đường Kha Vạn Cân, Khu phố 16, Ho Chi Minh City, 71221, Vietnam",Honda Minh Thịnh Phát 3,519,Đường Kha Vạn Cân,,71221,Khu phố 16,Ho Chi Minh City,,Phường Thủ Đức,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Thị Hè,Phường Tân Thới Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Tăng,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9,Phường An Hội Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Chánh Hiệp 35,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.073836,105.249386,"35, Đường 600, KG, Vietnam",,35,Đường 600,,,,,,Tan Hiep,Kien Giang,0,KG,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh lộ 328,Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Vân Đồn,Phường Vĩnh Hội,TP. Hồ Chí Minh(Mới)",10.760689,106.696766,"Đường Bến Vân Đồn, Ho Chi Minh City, HC, Vietnam",,,Đường Bến Vân Đồn,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Long Bình,TP. Hồ Chí Minh(Mới)",10.2717812,105.9826072,"Hostel, 14 Tháng 9, VL 85100, Vietnam",Hostel,,14 Tháng 9,,85100,,,,Phường Thanh Đức,Vĩnh Long Province,,VL,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Minh Mương,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Chánh Hiệp 5,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.867352050000001,106.62595405,"Tan Chanh Hiep Ward People's Committee, 19/5, Đường Huỳnh Thị Hai, Ho Chi Minh City, 71716, Vietnam",Tan Chanh Hiep Ward People's Committee,19/5,Đường Huỳnh Thị Hai,,71716,,Ho Chi Minh City,,Phường Trung Mỹ Tây,,0,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lã Xuân Oai,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1A,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bưng Ông Thoàn,Phường Long Trường,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Ngay,Xã Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thống Nhất,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.7770348,106.69548803180103,"Independence Palace, 135, Nam Kỳ Khởi Nghĩa, Ho Chi Minh City, 71006, Vietnam",Independence Palace,135,Nam Kỳ Khởi Nghĩa,Khu phố 7,71006,,Ho Chi Minh City,,Phường Bến Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1A,Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cư Trinh,Phường Cầu Ông Lãnh,TP. Hồ Chí Minh(Mới)",10.7656221,106.68930959862955,"Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh, 125, Cong Quynh Street, Ho Chi Minh City, 70200, Vietnam",Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh,125,Cong Quynh Street,,70200,,Ho Chi Minh City,,Phường Cầu Ông Lãnh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
