original_address,lat,lon,formatted,street,housenumber,name,postcode,district,suburb,city,county,confidence_building_level,confidence_city_level,confidence_street_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường 489,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Giáp Hải,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Trái,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 88,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Mẹo,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bờ Kênh,Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồng Thị Thao,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thanh Niên,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 766,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12A,Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 577,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 13,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"13, Đường Tân Thới Nhì 1, HC, Vietnam",Đường Tân Thới Nhì 1,13,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Chắc,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Cội,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Công Khi (Đường Liên Xã Tân Hiệp -Tân Thới Nhì-Xuân Thới Thượng-Vĩnh Lộc),Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Thị Điệt,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mai Thị Buội,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Than (Đường Làng Số 4),Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 417,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tiền Lân 15,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.830793,106.598737,"15, Đường Tiền Lân 13, HC, Vietnam",Đường Tiền Lân 13,15,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ba Sa,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12B,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Cỏ,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Lắng (Liên Xã Bàu Hưng Lợi),Xã Củ Chi,TP. Hồ Chí Minh(Mới)",10.993624,106.464372,"Đường Nguyễn Thị Tiếp, HC, Vietnam",Đường Nguyễn Thị Tiếp,,,,,,,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Hớn,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 14,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"14, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,14,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Thị Bàng,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Minh Nhựt,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 8,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.8564039,106.6237648,"NHÀ THUỐC KHÔI NGUYÊN, 8, Tân Chánh Hiệp 36, Ho Chi Minh City, 70000, Vietnam",Tân Chánh Hiệp 36,8,NHÀ THUỐC KHÔI NGUYÊN,70000,,,Ho Chi Minh City,Phường Trung Mỹ Tây,0,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Khạ,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 437,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 130,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bàu Giã,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Trong,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Can Trường,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 498,Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 65,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 458,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồ Văn Tắng,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Kim Cương,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Lơn,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Mỹ,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bàu Trâm,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Dưỡng,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 110,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 57,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Dệt,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nà,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 473,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 177,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Đông,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Linh Trung,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 44,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Đường Số 2,23,Công Ty Vận Chuyển - Nhành Mai Mới,72309,,Khu phố 44,Ho Chi Minh City,Phường Hiệp Bình,0.07714285714285714,0.3,0.27,,,Vietnam,vn,0.12063829787234043,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 28,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",11.01250125,106.4714492932707,"28, Đường Nguyễn Thị Bưa, Ho Chi Minh City, Vietnam",Đường Nguyễn Thị Bưa,28,,,,,Ho Chi Minh City,Xã Nhuận Đức,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 13,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,0.9,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 16,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 40,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,0.9,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 27,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 37,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 23,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 16,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.5,106.4,"Tam Phuong, TB, Vietnam",,,,,,,Tam Phuong,Dong Hung,,0.1111111111111111,,Thai Binh,TB,Vietnam,vn,0.027777777777777776,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 6,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lã Xuân Oai,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,,0.2222222222222222,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Giồng Ao,Thị trấn Cần Thạnh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 25,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"25, Đường Thạnh Xuân 52, HC, Vietnam",Đường Thạnh Xuân 52,25,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Cây Keo,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,,0.1111111111111111,,Ho Chi Minh,HC,Vietnam,vn,0.020156988263984148,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Cải (Bờ Bao Hợp Tác Xã),Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tam Đa,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",16.07826865,108.24387505960003,"Trung tâm mục vụ giáo phận Đà Nẵng, Đường Đỗ Thế Chấp, Sơn Trà, Đà Nẵng, 02363, Vietnam",Đường Đỗ Thế Chấp,,Trung tâm mục vụ giáo phận Đà Nẵng,02363,Phường An Hải,Sơn Trà,Đà Nẵng,,,0.3969,0.04409999999999999,,,Vietnam,vn,0.022049999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường DH504,Xã An Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D3A,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,0.9,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Heo Mọi,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 13,Phường Hòa Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đx-040 - Đường Loại 5,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc lộ 13,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.866074,106.719337,"Đường Quốc lộ 13 cũ, Ho Chi Minh City, HC, Vietnam",Đường Quốc lộ 13 cũ,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Các Đường Số 1A, 1B, 3A, 4B, 6C, 8, 8A, 10, 11, 13, 15, 15A, 17A, 20, 21B, 22, 24, 24A, 24B, 25B, 27, 28, 30, 32, 32A, 33, 34, 34A, 36, 41 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđb, P. An Lạc A),Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.77951,106.616654,"1b, Đường Số 1A, Ho Chi Minh City, HC, Vietnam",Đường Số 1A,1b,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 17,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đường Phạm Văn Đồng,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.82794545,106.72193459526324,"Giga Mall Phạm Văn Đồng, Pham Van Dong Boulevard, Khu phố 9, Ho Chi Minh City, 72309, Vietnam",Pham Van Dong Boulevard,,Giga Mall Phạm Văn Đồng,72309,,Khu phố 9,Ho Chi Minh City,Phường Hiệp Bình,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 12,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Paris Commune Square,1,Saigon Notre Dame Cathedral,71006,Khu phố 3,Saigon,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vườn Thơm,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
