original_address,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Nguyễn Lương Bằng,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc Lộ 13A,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.015796231598435302,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Hiệp Nhất,Phường 04,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cc5,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đình Phùng,Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Bình,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,Linh Dong,0.35720999999999997,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.08930249999999999,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Phú (C.2109),Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.8600187,106.7996588,"Trạm y tế Phường Tân Phú, Nam Cao, Ho Chi Minh City, HC 71300, Vietnam",,Trạm y tế Phường Tân Phú,Nam Cao,,,71300,Ho Chi Minh City,0.15384615384615385,Phường Tăng Nhơn Phú,0.11215384615384617,,Ho Chi Minh,HC,Vietnam,vn,0.05607692307692309,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 16,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.203931,106.467172,"Đường tỉnh 398B, HD, Vietnam",,,Đường tỉnh 398B,,,,,0.34445250000000005,Chi Linh,0.095699238075,,Hai Duong,HD,Vietnam,vn,0.0478496190375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 100 Bình Thới,Phường 08,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 10,Phường Bình Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.10718336483931944,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 02,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",,Quan 10,,,,,,,Quan 10,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 11 (Kdc Conic),Phường Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,Ho Chi Minh City,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.06980609418282548,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bàu Cát,Phường 11,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Chánh,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 02,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ông Ích Khiêm,Phường 05,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Dật Tiên,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Thu,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 03,Quận 3,TP. Hồ Chí Minh",10.7173178,106.7268167,"03, Đường Mỹ Phú 1B, Ho Chi Minh City, 72915, Vietnam",03,,Đường Mỹ Phú 1B,,,72915,Ho Chi Minh City,0.1111111111111111,Phường Tân Mỹ,0.027782999999999995,0.027782999999999995,,,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Xiển,Phường 22,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 27,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.752702398468472,106.66259183697898,"27, Hẻm 23 Phù Đổng Thiên Vương, Cholon, Ho Chi Minh City, 73000, Vietnam",27,Hẻm 23 Phù Đổng Thiên Vương,Hẻm 23 Phù Đổng Thiên Vương,,Cholon,73000,Ho Chi Minh City,,,,0,,,Vietnam,vn,0.007407407407407407,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Lương Bằng,Phường Bình Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Lộ Giới 10M - Đường Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu (Xã Nhơn Đức),Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,,,76206,Hiệp Phước,,Xã Nhơn Trạch,,,,,Vietnam,vn,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hòa Hảo,Phường 02,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",,Quan 10,,,,,,,Quan 10,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành (Dự Án 131Ha), Phường An Phú - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Thị Thập,Phường Tân Kiểng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,Ho Chi Minh City,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Quỳ,Phường Tân Thuận Tây,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.0609513571620532,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Đậu,Phường 07,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành Hướng Nam Đường Cao Tốc Tphcm - Long Thành - Dầu Giây - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Hoàng Ngân,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 11,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.020924805189668133,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 11A, (Kdc Him Lam 6A),Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.740106,106.692905,"6a, Cầu Him Lam, Ho Chi Minh City, HC, Vietnam",6a,,Cầu Him Lam,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Song Hành Xa Lộ Hà Nội - Quận 9 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",21.081319,105.30086,"Đường tỉnh 317, Trung Nghĩa, PT, Vietnam",,,"Đường tỉnh 317, Trung Nghĩa",,,,,0.42,Thanh Thuy,0.09333333333333332,,Phu Tho,PT,Vietnam,vn,0.031972519487382736,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Kiệt (Hàm Tử Cũ),Phường 05,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Luông (Nguyễn Ngọc Cung Theo Bảng Giá Đất 2014),Phường 01,Quận 6,TP. Hồ Chí Minh",20.8669751,105.8490803,"Nha Leo Phuong 01, No 10, Đường Dương Trực Nguyên, Thường Tín, HI, Vietnam",No 10,Nha Leo Phuong 01,Đường Dương Trực Nguyên,,,,Thường Tín,0.07407407407407407,Thuong Tin,,,Ha Noi,HI,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Văn Phức,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cơ Thạch - Quận 2 (Cũ),Phường An Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 1-20, Phường Phước Bình,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.811202,106.7081899,"Hướng Nghiệp Á Âu, 20, Đường Số 1, Ho Chi Minh City, 72308, Vietnam",20,Hướng Nghiệp Á Âu,Đường Số 1,,,72308,Ho Chi Minh City,0.3333333333333333,Phường Bình Thạnh,0.3,,,,Vietnam,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhiêu Tứ,Phường 07,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,Quan Phu Nhuan,0.2222222222222222,Phu Nhuan,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Vân Đồn,Phường 01,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường F1 (Khu Tân Tiến),Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.07689940828402365,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"ĐƯỜNG BÌNH PHÚ, PHƯỜNG TAM PHÚ,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 1-20, Phường Phước Bình,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.811202,106.7081899,"Hướng Nghiệp Á Âu, 20, Đường Số 1, Ho Chi Minh City, 72308, Vietnam",20,Hướng Nghiệp Á Âu,Đường Số 1,,,72308,Ho Chi Minh City,0.3333333333333333,Phường Bình Thạnh,0.3,,,,Vietnam,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 10 (Kdc Sông Ông Lớn - Kcn Số 6 - Lô Số 4),Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Số 4 (Kcn An Hạ),Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Phú Tiên,Phường 10,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 80B,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.09025,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Trãi,Phường 08,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 63 - Phường Thảo Điển - Quận 2 (Cũ),Phường Bình Trưng Đông,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 1 (Đường H), Kp1, Phường An Phú - Quận 2 (Cũ),Phường Thủ Thiêm,Thành phố Thủ Đức,TP. Hồ Chí Minh",21.130502,105.688982,"Đường Đồng Tiến 1, HI, Vietnam",,,Đường Đồng Tiến 1,,,,,0.27999999999999997,Dan Phuong,0.2268,,Ha Noi,HI,Vietnam,vn,0.07548033240997228,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 13c Nguyễn Văn Linh,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 08,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cao,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.08074047703809187,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 01 duong so 3,Phường Bình Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.06980609418282548,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cc2,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Ngọc Thạnh,Phường 12,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Tri Phương,Phường Sài Gòn,TP. Hồ Chí Minh(Mới)",10.7613537,106.6687167,"Chicken Plus Nguyễn Tri Phương, 226, Nguyen Tri Phuong Boulevard, Ho Chi Minh City, 72000, Vietnam",226,Chicken Plus Nguyễn Tri Phương,Nguyen Tri Phuong Boulevard,,,72000,Ho Chi Minh City,,Phường Vườn Lài,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 27,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,
"Đường Trung Mỹ Tây 12,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.864638,106.609374,"12, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",12,,Đường Trung Mỹ Tây 1,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 9,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"9, Đường Tân Hiệp 31, HC, Vietnam",9,,Đường Tân Hiệp 31,,,,,,Hoc Mon,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Sơn,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thanh Niên,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 6,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871292,106.582293,"6, Đường Xuân Thới Sơn 20, HC, Vietnam",6,,Đường Xuân Thới Sơn 20,,,,,,Hoc Mon,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Bứa,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vĩnh Lộc,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Xạnh,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Ngay,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",20.000399,105.969706,"Đường Lê Thị Hoa, TH, Vietnam",,,Đường Lê Thị Hoa,,,,,0.04725,Nga Son,0.042525,,Thanh Hoa,TH,Vietnam,vn,0.0212625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bến Than,Xã Hòa Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.963696,106.592467,"Đường Bến Đường Cát, HC, Vietnam",,,Đường Bến Đường Cát,,,,,1,Cu Chi,0.9,,Ho Chi Minh,HC,Vietnam,vn,0.5117647058823529,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh 7,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"7, Đường Đông Thạnh 7-2, HC, Vietnam",7,,Đường Đông Thạnh 7-2,,,,,0.2222222222222222,Hoc Mon,0.18,0,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nuôi (Đường Nối Dài Đường 6B, Tổ 11, 13, 14 Ấp 6A),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.663739,106.560753,"13, Đường Tổ 11-15, HC, Vietnam",13,,Đường Tổ 11-15,,,,,0.2,Binh Chanh,0.18000000000000002,0,Ho Chi Minh,HC,Vietnam,vn,0.08100000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Công Trừng,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.872647,106.681887,"Thạnh Lộc 12, Ho Chi Minh City, HC, Vietnam",,,Thạnh Lộc 12,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Riêng,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.1125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Lân 4,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.840538,106.601228,"4, Đường Trung Lân 4D, HC, Vietnam",4,,Đường Trung Lân 4D,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thuận Giao 24,Phường Thuận Giao,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Ngâu,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 39,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.867828,106.677198,"39, Đường Thạnh Xuân 18, Ho Chi Minh City, HC, Vietnam",39,,Đường Thạnh Xuân 18,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Sông Lu,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 1,Huyện Hóc Môn,TP. Hồ Chí Minh",10.858997,106.590638,"1, Đường Xuân Thới Thượng 31-1, HC, Vietnam",1,,Đường Xuân Thới Thượng 31-1,,,,,1,Hoc Mon,0.9,,Ho Chi Minh,HC,Vietnam,vn,0.7615384615384615,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường T15,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 7-1,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.76402685,106.74880153621721,"ITD Building, 1, Đường Sáng Tạo, Khu chế xuất Tân Thuận, Ho Chi Minh City, 71150, Vietnam",1,ITD Building,Đường Sáng Tạo,,Khu chế xuất Tân Thuận,71150,Ho Chi Minh City,0.2,Phường Tân Thuận,0.08888888888888889,0.08,,,Vietnam,vn,0.08,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới An 11,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
